query,_id,total_purchases,add_to_cart_count,total_click_count,one_day_revenue,three_day_revenue,five_day_revenue
shift long-sleeve dress black,91263749_0,19,30,66,433.39,433.39,433.39
shift mackenzie dress blue,91278770_0,144,181,185,2015.72,2015.72,3155.04
shift melange pink tiered,89488275_0,58,99,99,1100.84,1100.84,1100.84
shift metallic dress eva,89657988_0,22,76,181,517.22,517.22,517.22
shift mini brown dress,88989162_0,126,111,164,1234.44,1234.44,2880.36
shift multicolor cold print,91412325_0,12,45,73,260.92,260.92,284.64
shift multicolor detail sleeve,91339152_0,20,77,84,318.6,318.6,318.6
shift multicolor dress,90536614_0,66,97,252,901.28,1383.36,1383.36
shift multicolor dress,90553074_0,16,50,65,218.96,250.24,250.24
shift multicolor dress,91330406_0,82,73,95,795.09,795.09,1278.38
shift multicolor dress,91358387_0,67,112,140,1510.6,1557.08,1557.08
shift multicolor dress petite,91015006_0,11,78,79,52.08,52.08,190.96
shift multicolor dress petite,91429494_0,20,72,86,194.59,283.04,353.8
shift multicolor dress pinafore,91260421_0,43,75,100,475.86,475.86,930.09
shift multicolor dress sleeveless,91301839_0,13,35,180,320.19,320.19,320.19
shift multicolor dress w/,89866966_0,13,26,158,119.9,311.74,311.74
shift multicolor oversized dress,91425745_0,82,96,118,1082.4,1082.4,1849.1
shift multicolor pinafore dress,91260421_0,33,127,170,129.78,670.53,713.79
shift multicolor ruffle dress,91436396_0,20,55,94,402.8,402.8,402.8
shift nandita hemant lace,90800682_0,11,39,83,222.64,222.64,222.64
shift nandita hemant silk,90802182_0,31,129,139,366.3,366.3,630.85
shift nandita hemant silk,91166469_0,61,122,141,1263.82,1329.19,1329.19
shift natural dress faux-suede,90905504_0,21,28,78,278.98,278.98,450.66
shift natural dress pleated,91411290_0,34,94,228,588.06,740.52,740.52
shift natural heathered dress,91302065_0,47,76,141,986.06,986.06,986.06
shift natural stripe dress,91313326_0,58,46,109,693.7,693.7,1149.56
shift neck gold dress,89657988_0,36,113,117,235.1,846.36,846.36
shift neck multicolor dress,91301839_0,24,32,180,147.78,246.3,591.12
shift orange dress,91208904_0,32,53,79,395.36,395.36,790.72
shift orange pocket zip,89903292_0,31,152,282,149.87,321.15,663.71
shift oversized multicolor dress,91425745_0,32,99,124,248.05,721.6,721.6
shift paige metallic chiffon,88864958_0,37,57,84,720.0,832.5,832.5
shift panel white bib,58680585_1,120,175,185,1492.2,1840.38,1989.6
shift peplum boutique crochet,91276519_0,12,35,86,246.0,246.0,246.0
shift petite multicolor dress,91429494_0,36,112,160,353.8,353.8,636.84
shift petite sleeveless black,91067130_0,18,25,126,64.56,193.68,387.36
shift pinafore blue dress,91261221_0,5,70,84,39.9,59.85,99.75
shift pink dress,91273831_0,19,41,95,181.36,181.36,430.73
shift pink floral satin,89640939_0,16,94,146,236.04,236.04,314.72
shift pink lace dress,90533394_0,6,20,62,127.2,127.2,127.2
shift pink multicolor check,91335857_0,54,127,187,22.02,1189.08,1189.08
shift pink open-back dress,91420559_0,43,34,124,339.36,339.36,694.88
shift pink overlay floral,88063985_3,33,110,191,647.7,712.47,712.47
shift piped dress black,89773800_0,35,48,55,574.0,574.0,574.0
shift pleated dress black,87927811_0,8,60,67,130.08,130.08,130.08
shift pleated dress red,90901928_0,37,73,84,422.0,422.0,624.56
shift plus size dress,91322205_0,13,105,156,322.66,322.66,322.66
shift pocket dress gray,70951019_0,14,36,56,82.28,287.98,287.98
shift pockets white cap,89990104_0,70,89,97,1071.7,1071.7,1071.7
shift pockets white floral,89990104_0,56,148,197,505.23,750.19,857.36
shift print black dress,68470148_0,40,64,65,856.4,856.4,856.4
shift print camisole crepe,90647648_0,87,159,168,649.32,649.32,1345.02
shift print chain black,91336941_0,36,78,174,284.0,639.0,639.0
shift print elbow jersey,91359655_0,104,68,73,1442.51,1442.51,2239.12
shift print multicolor dress,91312731_0,23,178,275,217.08,458.28,554.76
shift printed bell-sleeve dress,91133777_1,22,25,93,236.83,473.66,473.66
shift printed chiffon dress,91414127_0,13,22,144,145.68,236.73,236.73
shift printed dress black,91267357_0,12,20,73,122.56,183.84,183.84
shift printed dress black,91357406_0,16,31,168,260.59,307.97,379.04
shift printed dress multicolor,91350884_0,15,50,93,221.39,221.39,255.45
shift printed dress open-back,91420559_0,25,146,153,339.36,339.36,404.0
shift printed dress white,91289039_0,6,40,59,23.92,71.76,143.52
shift printed sleeveless multicolor,90566014_0,16,20,67,195.2,390.4,390.4
shift printed white dress,91289039_0,18,41,81,95.68,95.68,430.56
shift purple crepe dress,91297864_0,45,81,140,410.67,410.67,684.45
shift purple dress,91283591_0,29,52,68,267.54,267.54,596.82
shift purple knit dress,91250722_0,17,65,153,330.3,330.3,374.34
shift red asymmetrical dress,91347114_0,61,129,167,1116.22,1116.22,1389.58
shift red dress printed,89449365_0,6,33,64,37.62,112.86,112.86
shift red nic+zoe dress,91355686_0,63,91,92,1297.17,1297.17,1297.17
shift red print abstract,91355686_0,56,102,143,658.88,658.88,1153.04
shift red ruffle asymmetrical,90113759_0,19,42,137,30.14,286.33,286.33
shift red stripe dress,91319017_0,101,157,168,599.82,1553.38,1553.38
shift red velvet burnout,91355232_0,14,55,85,46.7,326.9,326.9
shift ruffle cara gray,91352920_0,16,28,157,21.44,107.2,343.04
shift ruffle white dress,90717497_0,10,35,65,163.1,163.1,163.1
shift ruffle white sleeve,90717497_0,13,27,195,16.31,114.17,212.03
shift sand brown dress,88989162_0,40,34,90,502.92,502.92,914.4
shift scalloped dress a-line,90577081_0,24,42,66,390.24,390.24,390.24
shift seamed blue colorblock,89933268_0,13,43,115,209.7,302.9,302.9
shift sequin black cocktail,90949679_0,27,148,151,436.7,436.7,535.95
shift sequin cowl back,89610642_0,8,20,52,80.9,80.9,129.44
shift sequin dress black,91357252_0,42,39,70,380.73,380.73,761.46
shift sequin v-neck cocktail,90949679_0,83,157,178,774.15,774.15,1647.55
shift serena blue dress,91313797_0,70,110,210,1091.16,1091.16,1212.4
shift short dress purple,91307898_0,21,81,126,498.33,498.33,498.33
shift short-sleeve dress white,88597922_0,27,155,199,279.72,339.66,539.46
shift shoulder black flute,90522814_0,46,77,144,97.52,341.32,1121.48
shift shoulder cold blue,91113487_0,24,30,69,157.05,279.2,418.8
shift shoulder cold pink,89566098_0,10,48,200,190.8,190.8,212.0
shift silk black dress,91278536_0,33,157,174,294.72,294.72,810.48
shift silk black dress,91310545_0,69,90,162,1234.41,1234.41,1234.41
shift silk dress blue,91235779_0,49,58,111,316.44,492.24,861.42
shift silk white dress,90636703_0,20,42,167,66.52,332.6,332.6
shift silvia dress purple,91250722_0,11,53,59,66.06,242.22,242.22
shift size blue plus,91320540_0,11,55,146,126.24,126.24,231.44
shift sleeve front dress,90993704_0,17,56,196,118.92,336.94,336.94
shift sleeve lace-up gray,91140253_0,8,63,92,108.18,144.24,144.24
shift sleeve ruffle dress,90717497_0,73,88,181,505.61,1190.63,1190.63
shift sleeve size print,91359655_0,46,60,140,258.36,990.38,990.38
shift sleeveless dip dress,90453425_0,27,20,88,273.98,273.98,528.39
shift sleeveless dress black,87924095_0,93,120,129,1164.8,1559.04,1666.56
shift sleeveless dress multicolor,90566014_0,41,146,173,951.6,951.6,1000.4
shift sleeveless dress red,88645489_0,24,106,162,528.88,576.96,576.96
shift sleeveless dress red,89779798_0,25,53,164,591.0,591.0,591.0
shift sleeveless red dress,88645489_0,50,84,196,1177.96,1202.0,1202.0
shift strappy gray dress,91389858_0,90,69,87,1547.28,1547.28,2210.4
shift stretch crepe black,91363049_0,16,66,87,159.36,159.36,318.72
shift stripe dress black,90371480_0,73,52,68,896.42,896.42,1722.07
shift stripe dress natural,91313326_0,96,63,186,1109.92,1109.92,1902.72
shift stripe red dress,91319017_0,29,28,64,199.94,199.94,446.02
shift stripe white dress,89448900_0,16,36,144,386.24,386.24,386.24
shift striped dress black,79401247_0,70,78,155,1413.1,1413.1,1521.8
shift striped sleeve dress,90873618_0,34,58,123,425.88,517.14,517.14
shift suede blue dress,83310532_2,2,39,108,15.06,30.12,30.12
shift swirl black dress,88048139_0,12,165,175,30.26,121.04,181.56
shift tall hem black,91357622_0,31,88,96,228.93,228.93,545.91
shift textured-knit black dress,89450237_0,34,66,178,289.9,289.9,758.2
shift textured-knit dress,89474201_0,14,30,86,45.09,210.42,210.42
shift top blue woven,90882859_0,15,56,194,99.24,231.56,248.1
shift top dress woven,90882859_0,69,87,160,165.4,827.0,1141.26
shift utility dress multicolor,91330174_0,38,105,191,76.9,153.8,584.44
shift v double back,89631556_0,47,59,59,686.12,948.46,948.46
shift v-neck dress red,77711262_0,37,47,144,413.27,850.85,899.47
shift v-neck red dress,77711262_0,72,116,136,388.96,388.96,1750.32
shift velvet blue julia,91435469_0,10,22,102,108.0,216.0,216.0
shift vest dress black,63385744_0,8,67,101,114.78,153.04,153.04
shift w/ dress multicolor,89866966_0,149,253,268,1055.12,2493.92,3573.02
shift waist black drop,90860412_0,54,52,75,733.26,733.26,1199.88
shift wave dress white,89754126_0,18,42,122,375.36,375.36,422.28
shift white dress,62844064_0,55,92,277,478.25,535.64,1052.15
shift white dress,91281285_0,31,147,167,342.3,489.0,505.3
shift white dress,91288251_0,97,143,187,1911.87,1911.87,1911.87
shift white dress,91315760_0,33,25,84,421.61,421.61,732.27
shift white dress floral,88923561_0,25,148,198,412.16,448.0,448.0
shift white dress print,89457198_0,5,118,169,0.0,86.0,86.0
shift white dress sleeve,90717497_0,9,113,135,16.31,32.62,146.79
shift white ruffle dress,90717497_0,47,52,142,521.92,521.92,766.57
shift women's mini blue,89996397_0,15,72,83,0.0,239.25,326.25
shift woven blue dress,90789226_0,16,21,91,308.14,352.16,352.16
shift woven dress pink,90791363_0,2,39,103,33.1,33.1,33.1
shift yoke sleeve long,90319063_0,31,61,135,608.92,608.92,726.02
shimmer dress pink lace,88661793_0,4,34,184,96.28,96.28,96.28
shimmer dress pink shutter,88661793_0,37,66,158,553.61,553.61,890.59
shimmer dress twist metallic,90983800_0,7,34,57,110.95,110.95,110.95
shimmer gray melange pants,90155353_0,64,65,169,629.37,629.37,1491.84
shimmer sleeveless knot metallic,90983800_0,21,40,61,285.3,285.3,332.85
shine dress midi tank,36004991_0,69,188,191,427.98,1406.22,1406.22
shine soft black dress,90662075_0,24,109,161,174.79,599.28,599.28
shirred black mini velvet,91311687_0,5,89,153,84.85,84.85,84.85
shirred black velvet mini,91311687_0,21,33,71,203.64,356.37,356.37
shirred chiffon shirtdress blue,90157328_0,10,49,51,182.8,182.8,228.5
shirred dress bandeau maxi,89628187_0,36,52,129,777.96,777.96,777.96
shirred dress black maxi,91424927_0,66,65,157,473.86,473.86,1078.44
shirred dress multicolor waist,90929488_0,19,29,168,195.48,195.48,412.68
shirred dress pink v-neck,90911750_0,62,103,146,1289.08,1536.98,1536.98
shirred dress strapless purple,88639215_0,79,95,155,473.75,1099.1,1497.05
shirred dress velvet black,91311687_0,27,90,157,135.76,271.52,458.19
shirred maxi black dress,91424927_0,171,131,184,1356.22,1356.22,2794.14
shirred maxi blue dress,89627331_0,38,55,82,58.83,392.2,745.18
shirred maxi blue dress,91335963_0,81,67,149,1301.68,1301.68,1989.36
shirred maxi dress blue,91335963_0,23,115,175,491.2,564.88,564.88
shirred maxi dress multicolor,90871683_0,38,51,58,0.0,599.55,650.94
shirred multicolor maxi dress,90871683_0,29,50,53,496.77,496.77,496.77
shirred shirtdress chiffon black,90425928_0,11,70,168,198.0,198.0,272.25
shirred spandex jersey cotton,91423984_0,20,41,91,272.14,272.14,494.8
shirred tee white dress,69430733_0,89,103,109,1647.39,1647.39,1647.39
shirred velvet mini black,91311687_0,43,74,96,729.71,729.71,729.71
shirred waist multicolor dress,90929488_0,41,53,58,86.88,890.52,890.52
shirt 3/4 length geo,91340075_0,3,23,111,0.0,16.96,50.88
shirt abstract dress blue,88280645_0,97,143,190,1956.49,1956.49,1956.49
shirt arrow dress print,91336937_0,12,45,149,170.4,170.4,255.6
shirt belt green dress,91358770_0,16,30,98,355.04,355.04,355.04
shirt belted black dress,90171534_0,39,129,131,846.69,846.69,846.69
shirt belted black dress,90876491_0,21,22,176,471.6,471.6,495.18
shirt belted dress black,90171534_0,26,39,69,43.42,86.84,564.46
shirt belted dress white,78715230_0,21,37,65,119.76,119.76,419.16
shirt belted white dress,87705484_0,11,32,53,213.8,235.18,235.18
shirt black crepe drawstring,91323344_0,26,34,75,307.36,307.36,499.46
shirt black dress,68401635_0,36,112,148,599.94,666.6,799.92
shirt black dress,87546533_0,48,120,147,82.0,410.0,984.0
shirt black dress,90172050_0,17,63,162,163.52,256.96,397.12
shirt black dress,91281985_0,14,60,164,237.12,237.12,276.64
shirt black dress belted,90171534_0,67,118,175,629.59,1411.15,1454.57
shirt black dress satin,91337904_0,8,75,181,0.0,166.0,166.0
shirt black flare dress,91391623_0,36,124,133,609.35,609.35,626.76
shirt black satin dress,91337904_0,73,66,80,788.5,788.5,1514.75
shirt black sleeveless long,90852781_0,36,79,94,614.22,614.22,762.48
shirt black stripe dress,90268086_0,8,44,68,145.36,145.36,145.36
shirt black tulle dress,91254126_0,7,27,125,165.55,165.55,165.55
shirt blue asymmetric dress,71669088_0,76,110,193,550.32,1742.68,1742.68
shirt blue denim lara,89608260_0,29,44,87,449.16,449.16,685.56
shirt blue dot polka,89203225_0,103,169,177,2488.48,2488.48,2488.48
shirt blue dress,91301286_0,62,187,321,935.4,966.58,966.58
shirt blue dress chambray,91115554_0,43,59,126,15.47,665.21,665.21
shirt blue dress denim,90612391_0,20,24,119,241.28,241.28,371.2
shirt blue dress denim,91245908_0,16,42,145,229.97,283.04,283.04
shirt blue dress denim,91355375_0,11,30,81,30.84,77.1,169.62
shirt blue dress pattern,88621714_0,23,126,179,249.08,249.08,440.68
shirt blue knee feather,91436667_0,24,44,113,171.36,587.52,587.52
shirt blue lara dress,89608260_0,33,39,68,354.6,354.6,780.12
shirt blue life denim,79872786_0,57,55,179,565.32,565.32,1150.83
shirt blue linen blouson,91420507_0,25,53,96,599.75,599.75,599.75
shirt blue pocket jeans,90871430_0,16,73,179,161.36,322.72,322.72
shirt blue ruffled tie,90992569_0,91,121,194,884.13,884.13,2062.97
shirt blue sand dress,90321977_0,131,161,187,101.1,1455.84,2648.82
shirt blue satin dress,90770640_0,10,25,52,33.44,66.88,167.2
shirt blue scarlett paisley,91154820_0,83,98,120,1816.24,1816.24,2065.04
shirt blue t two,89548931_0,44,91,167,0.0,880.88,880.88
shirt blue two-piece,87746165_0,36,93,148,262.48,262.48,555.84
shirt blue wrap dress,88675630_0,40,80,172,0.0,944.4,944.4
shirt blue wrap paisley,91154820_0,19,85,158,472.72,472.72,472.72
shirt bright denim blue,91338482_0,21,151,178,212.0,212.0,445.2
shirt broderie dress anglaise,89087760_0,65,102,109,1090.76,1090.76,1611.35
shirt burnout multicolor dress,91326565_0,33,117,153,696.96,696.96,696.96
shirt chambray blue life,68843416_0,55,72,173,559.98,642.94,1140.7
shirt chambray multicolor dress,91379219_0,70,100,103,971.12,1114.4,1114.4
shirt check multicolor dress,91425530_0,25,26,124,318.07,318.07,467.75
shirt collar dress pink,90426928_0,64,119,161,1596.16,1596.16,1596.16
shirt collared dp dress,91340806_0,26,139,145,432.72,432.72,468.78
shirt cotton poplin dress,57021631_0,11,44,68,133.5,155.75,244.75
shirt cotton white dress,91326614_0,7,74,77,41.82,146.37,146.37
shirt crepe exclusive v-neck,76150787_0,6,102,162,48.0,96.0,96.0
shirt daisy dress sleeveless,91256931_0,40,81,156,965.2,965.2,965.2
shirt denim blue dress,90652822_0,33,46,150,37.72,75.44,622.38
shirt denim blue fonda,91259334_0,44,63,142,465.36,465.36,853.16
shirt denim dress blue,90652822_0,53,172,176,490.36,490.36,999.58
shirt denim mid dress,90612391_0,14,82,98,259.84,259.84,259.84
shirt denim short-sleeve dress,89460066_0,32,42,108,345.69,480.96,480.96
shirt dot blue polka,89203225_0,165,173,208,2126.08,2560.96,3986.4
shirt dress belt green,91358770_0,60,146,196,44.38,665.7,1331.4
shirt dress belted white,78715230_0,66,165,346,938.12,1317.36,1317.36
shirt dress belted white,87705484_0,116,144,145,2351.8,2351.8,2480.08
shirt dress black,66647291_0,88,106,134,96.04,528.22,2112.88
shirt dress black,68401635_0,102,132,172,1088.78,1555.4,2266.44
shirt dress black,91281985_0,10,21,182,79.04,197.6,197.6
shirt dress black,91310463_0,70,95,109,1208.48,1510.6,1510.6
shirt dress black long,90751334_0,32,50,54,624.64,624.64,624.64
shirt dress black shoulder,91379942_0,4,37,59,34.3,34.3,68.6
shirt dress blue,91301286_0,56,137,204,592.42,873.04,873.04
shirt dress blue denim,90652822_0,22,130,157,150.88,414.92,414.92
shirt dress blue neck,90992569_0,30,97,152,272.04,272.04,680.1
shirt dress blue pattern,88621714_0,11,54,95,153.28,210.76,210.76
shirt dress blue print,88280645_0,41,76,178,645.44,826.97,826.97
shirt dress blue silk,91425787_0,10,84,88,49.14,163.8,163.8
shirt dress chambray blue,68843416_0,36,52,53,746.64,746.64,746.64
shirt dress chiffon blue,91304701_0,79,88,146,963.34,963.34,1553.14
shirt dress cotton jacquard,87651451_0,68,145,192,1289.08,1289.08,1685.72
shirt dress denim blue,90364857_0,10,83,97,177.0,177.0,177.0
shirt dress denim blue,90652822_0,36,27,196,320.62,320.62,678.96
shirt dress denim oversized,88124036_1,32,47,180,41.74,667.84,667.84
shirt dress embroidered blue,91326370_0,19,73,85,285.48,285.48,417.24
shirt dress front multicolor,91354375_0,22,78,87,210.84,210.84,331.32
shirt dress front pocket,90368856_0,116,143,149,1226.13,1226.13,2061.32
shirt dress gingham cotton,71390126_0,23,147,149,438.38,438.38,438.38
shirt dress green,91377106_0,148,179,386,242.1,2388.72,2388.72
shirt dress green asymmetric,91429037_0,18,24,77,369.12,415.26,415.26
shirt dress green belt,91358770_0,13,28,107,88.76,288.47,288.47
shirt dress hem white,89177879_0,22,60,85,159.93,390.94,390.94
shirt dress high split,91136095_0,14,45,143,290.64,290.64,290.64
shirt dress khaki,89833082_0,11,22,118,270.6,270.6,270.6
shirt dress linen blue,91420507_0,38,66,155,71.97,911.62,911.62
shirt dress maxi gray,90850661_0,55,146,165,1032.35,1032.35,1032.35
shirt dress maxi major,90389697_0,70,89,148,554.88,554.88,1618.4
shirt dress metallic,90405335_0,20,91,170,252.0,360.0,360.0
shirt dress midi lace,89459286_0,11,28,69,116.55,116.55,256.41
shirt dress multicolor,89824676_0,23,35,84,384.56,384.56,384.56
shirt dress multicolor,91063751_0,11,41,87,193.23,236.17,236.17
shirt dress multicolor,91354056_0,63,135,312,665.63,1133.37,1133.37
shirt dress multicolor hooded,91306678_0,16,22,66,132.24,132.24,264.48
shirt dress multicolor monochrome,91327505_0,25,72,94,258.18,496.5,496.5
shirt dress multicolor silk,91414854_0,16,28,123,377.6,377.6,377.6
shirt dress multicolor stripe,91336762_0,10,21,67,51.42,137.12,171.4
